date,turnover
2004-01-31,0.0
2004-02-29,0.0
2004-03-31,0.0
2004-04-30,0.0
2004-05-31,0.0
2004-06-30,0.0
2004-07-31,0.0
2004-08-31,0.0
2004-09-30,0.0
2004-10-31,0.0
2004-11-30,0.0
2004-12-31,0.0
2005-01-31,0.0
2005-02-28,0.0
2005-03-31,0.0
2005-04-30,0.0
2005-05-31,0.0
2005-06-30,0.0
2005-07-31,0.0
2005-08-31,0.0
2005-09-30,0.0
2005-10-31,0.0
2005-11-30,0.0
2005-12-31,0.0
2006-01-31,0.0
2006-02-28,0.0
2006-03-31,1.0
2006-04-30,0.6306331925940363
2006-05-31,0.3642617056082359
2006-06-30,0.6021885473612734
2006-07-31,0.6575849166834976
2006-08-31,0.4446659059434335
2006-09-30,0.5661462769542611
2006-10-31,0.5959202558241444
2006-11-30,0.6803450168002769
2006-12-31,0.8129169873059505
2007-01-31,0.6815612612581788
2007-02-28,0.6061990689248717
2007-03-31,0.6143121556951798
2007-04-30,0.6445524223357012
2007-05-31,0.6167762957013423
2007-06-30,0.5605700132075121
2007-07-31,0.5427181907558047
2007-08-31,0.46696205349666003
2007-09-30,0.8376839150492331
2007-10-31,0.46252634086956834
2007-11-30,0.5814377520613279
2007-12-31,0.6604744285087671
2008-01-31,0.5362927118952665
2008-02-29,0.6343845323235476
2008-03-31,0.5109210319558707
2008-04-30,0.5756975702225118
2008-05-31,0.4243640092602644
2008-06-30,0.4518986843902684
2008-07-31,0.5156162066038201
2008-08-31,0.47006245386939105
2008-09-30,0.6794443254934546
2008-10-31,0.326653306269197
2008-11-30,0.5942149745396018
2008-12-31,0.9267939011640245
2009-01-31,0.46464149885068073
2009-02-28,0.6229810244734725
2009-03-31,0.8594070662252897
2009-04-30,0.5956586597824074
2009-05-31,0.47229587197263795
2009-06-30,0.5960721699915412
2009-07-31,0.5510048085103221
2009-08-31,0.604773757446869
2009-09-30,0.8543304734197443
2009-10-31,0.6243311437026046
2009-11-30,0.8647580075072377
2009-12-31,0.9672883175983824
2010-01-31,0.8513560524967843
2010-02-28,0.6194517143438215
2010-03-31,0.8098394835144314
2010-04-30,0.5991527291168137
2010-05-31,0.4389833130260805
2010-06-30,0.5539178219204272
2010-07-31,0.700877142690951
2010-08-31,0.5974696978605009
2010-09-30,0.7651555662936824
2010-10-31,0.8401850798443643
2010-11-30,0.5614089066331558
2010-12-31,0.6187219450135751
2011-01-31,0.5593484396732521
2011-02-28,0.6691647525018707
2011-03-31,0.6056660874588189
2011-04-30,0.6492740811305504
2011-05-31,0.6631738187862082
2011-06-30,0.8208058232385516
2011-07-31,0.5088355447485502
2011-08-31,0.4219651527702811
2011-09-30,0.539205946058039
2011-10-31,0.6112106990429851
2011-11-30,0.5731261840733911
2011-12-31,0.4525944464685598
2012-01-31,0.5300709306067133
2012-02-29,0.5070706786390913
2012-03-31,0.6307852821379699
2012-04-30,0.551440655129366
2012-05-31,0.5430373978567117
2012-06-30,0.5016308789386743
2012-07-31,0.4598293390880621
2012-08-31,0.6594989912898652
2012-09-30,0.5437389234501471
2012-10-31,0.7041619181049665
2012-11-30,0.7791656215731055
2012-12-31,0.7508379466485551
2013-01-31,0.5101331265397308
2013-02-28,0.4623503200566835
2013-03-31,0.4857197174176418
2013-04-30,0.5480646986563513
2013-05-31,0.4443231489643163
2013-06-30,0.6310366932975264
2013-07-31,0.7830356188869461
2013-08-31,0.45647670381650846
2013-09-30,0.5838716254499083
2013-10-31,0.337474112734508
2013-11-30,0.4261957499780441
2013-12-31,0.5878312831623607
2014-01-31,0.4567927656337549
2014-02-28,0.4296723878692216
2014-03-31,0.5096079438822219
2014-04-30,0.48963522211189575
2014-05-31,0.4870575972898858
2014-06-30,0.6392434852294353
2014-07-31,0.5365915122035824
2014-08-31,0.6468520994676359
2014-09-30,0.7448654922935263
2014-10-31,0.5673830049511812
2014-11-30,0.6255465827537353
2014-12-31,0.7161904839612337
2015-01-31,0.7498970473311927
2015-02-28,0.44885992858536294
2015-03-31,0.6942982847760515
2015-04-30,0.5027546168332191
2015-05-31,0.3811982591451665
2015-06-30,0.5570551602368834
2015-07-31,0.44531213231138
2015-08-31,0.4988634345357591
2015-09-30,0.42242840948746746
2015-10-31,0.43012306545100215
2015-11-30,0.4504633643729161
2015-12-31,0.5651523923211819
2016-01-31,0.579101056840215
2016-02-29,0.5300355740123768
2016-03-31,0.6205878206646158
2016-04-30,0.5823689884812615
2016-05-31,0.46252202544795795
2016-06-30,0.604731964016542
2016-07-31,0.45260970248877974
2016-08-31,0.6490421178060419
2016-09-30,0.6100735728733706
2016-10-31,0.6338823092651285
2016-11-30,0.6974409489835063
2016-12-31,0.7284288333700144
2017-01-31,0.8275256226920428
2017-02-28,0.5615057266370485
2017-03-31,0.8807537432305752
2017-04-30,0.5600672374602704
2017-05-31,0.4506758753080502
2017-06-30,0.611123023876591
2017-07-31,0.5314968736759008
2017-08-31,0.6147228017727729
2017-09-30,0.507478183923414
2017-10-31,0.6413240170603742
2017-11-30,0.6438503010341563
2017-12-31,0.6758140575980137
2018-01-31,0.5670611376134373
2018-02-28,0.4353361299087649
2018-03-31,0.5642854026559554
2018-04-30,0.47000911726942995
2018-05-31,0.45274362247013067
2018-06-30,0.5368850455319567
2018-07-31,0.5603347046709544
2018-08-31,0.6409804086839593
2018-09-30,0.6078490927333347
2018-10-31,0.4633222799965644
2018-11-30,0.5481884203022199
2018-12-31,0.8002125751138389
2019-01-31,0.7311566682286382
2019-02-28,0.5313702417615149
2019-03-31,0.6741912702340326
2019-04-30,0.6051077938963645
2019-05-31,0.6098105077963851
2019-06-30,0.7369364989931243
2019-07-31,0.7171991526967656
2019-08-31,0.6299626081865755
2019-09-30,0.6781791481546706
2019-10-31,0.4693243297317099
2019-11-30,0.5702262111707813
2019-12-31,0.7172579154270623
2020-01-31,0.7641966365020457
2020-02-29,0.6456125067760535
2020-03-31,0.7369083336376332
2020-04-30,0.6622213829895902
2020-05-31,0.7945418049352665
2020-06-30,0.5319511060821388
2020-07-31,0.5586400384750612
2020-08-31,0.43733671691102427
2020-09-30,0.46124824369648715
2020-10-31,0.5880011122843997
2020-11-30,0.45677432107748606
2020-12-31,0.5362051758320867
2021-01-31,0.46149831497983157
2021-02-28,0.3602986101635447
2021-03-31,0.5819897692223239
2021-04-30,0.7000416063521679
2021-05-31,1.0923437230351156
2021-06-30,0.4898818342282518
2021-07-31,0.45006810260425173
2021-08-31,0.45106627405059047
2021-09-30,0.5007312792885963
2021-10-31,0.5692138599986172
2021-11-30,0.5188157515664601
2021-12-31,0.5659406380769593
2022-01-31,0.8461536541245707
2022-02-28,0.6281588697886981
2022-03-31,0.7695484352127586
2022-04-30,0.8090589857856343
2022-05-31,0.7188084169564009
2022-06-30,0.6391404874748245
2022-07-31,0.5611744044095552
2022-08-31,0.5007770513887799
2022-09-30,0.5176573398567883
2022-10-31,0.4131195981769823
2022-11-30,0.36369611078088293
2022-12-31,0.49201014807246857
2023-01-31,0.38763318682651493
2023-02-28,0.5134220797233631
2023-03-31,0.7313466421466244
2023-04-30,0.740608409173924
2023-05-31,0.7373200894371637
2023-06-30,0.5751980186125671
2023-07-31,0.7222026839993356
2023-08-31,0.6400534686560537
2023-09-30,0.6140343940924744
2023-10-31,0.6660992817771108
2023-11-30,0.5390321421112938
2023-12-31,0.6252754501211295
2024-01-31,0.5845124049722664
2024-02-29,0.5883629141563654
2024-03-31,0.6484291592874263
2024-04-30,0.5430149082384395
2024-05-31,0.6122972763636684
2024-06-30,0.5707650920545742
2024-07-31,0.6745933744966786
2024-08-31,0.5270105590583938
2024-09-30,0.561946511653962
2024-10-31,0.5190172765930429
2024-11-30,0.517524771536941
2024-12-31,0.7520702186307326
